,Per capita adjusted disposable income,Disposable income inequality,People at risk of poverty,Per capita net wealth,People living in absolute poverty,Severe material deprivation rate,Severe housing deprivation rate,Difficulties to make ends meet,Low work intensity,Housing cost overburden,Family economic conditions,Satisfaction with one's own life,Leisure satisfaction,Positive verdict on future prospects,Negative verdict on future prospects,TERRITORIO,ANNO
361,20747.8,4.7,14.6,,,7.3,4.2,7.7,10.7,7.6,32.5,45.8,65.1,28.3,17.4,Valle d'Aosta,2016
362,20944.9,5.2,14.8,,,7.9,9.2,8.3,9.6,9.9,33.8,39.2,69.9,21.9,15.7,Liguria,2016
363,22196.8,5.4,13.3,,,6.1,7.8,8.8,7.2,8.9,31.0,46.8,71.2,29.4,14.5,Lombardia,2016
364,22849.2,4.4,11.0,,,6.2,5.3,4.4,5.7,8.2,20.2,59.8,77.9,29.7,11.0,Trentino-Alto Adige,2016
365,24950.1,3.7,6.0,,,,4.3,,,7.0,13.1,64.3,80.8,29.1,10.0,Provincia Autonoma di Bolzano/Bozen,2016
366,20818.2,4.8,15.7,,,9.9,6.3,6.1,9.0,9.3,26.9,55.5,75.1,30.2,12.0,Provincia Autonoma di Trento,2016
367,19686.8,4.2,12.2,,,5.0,4.3,3.9,6.7,6.6,38.1,44.6,68.7,28.5,16.1,Veneto,2016
368,20333.3,4.0,9.2,,,6.5,4.8,4.7,8.8,4.7,34.9,45.4,71.1,29.7,17.4,Friuli-Venezia Giulia,2016
369,21947.6,4.6,8.9,,,6.3,5.3,5.6,6.5,7.4,30.5,44.6,69.0,26.6,13.6,Emilia-Romagna,2016
370,19912.8,4.7,9.6,,,7.0,6.2,6.6,6.1,7.0,30.9,43.5,68.6,24.1,18.1,Toscana,2016
371,18016.0,4.1,15.5,,,8.5,13.0,8.0,8.5,7.4,40.4,41.2,65.8,28.7,18.0,Umbria,2016
372,18335.1,4.7,16.0,,,9.4,8.8,6.8,8.2,6.7,34.1,43.2,66.1,27.8,17.8,Marche,2016
373,19527.5,6.4,21.8,,,9.5,5.8,8.6,10.8,13.0,34.0,37.5,69.7,27.5,16.2,Lazio,2016
374,15767.7,5.0,20.5,,,15.1,12.8,14.6,9.9,6.0,33.8,43.9,66.1,26.7,15.6,Abruzzo,2016
375,14072.7,4.6,30.6,,,6.4,3.1,13.5,15.5,10.7,36.8,37.9,68.4,27.0,17.7,Molise,2016
376,13183.8,7.3,36.9,,,25.9,12.4,18.8,24.7,13.4,37.4,28.1,60.6,23.4,13.9,Campania,2016
377,13816.6,5.4,27.4,,,19.8,9.7,17.8,17.9,6.9,34.2,38.1,56.4,23.3,14.0,Puglia,2016
378,13663.8,5.2,27.7,,,14.0,10.0,18.6,12.5,6.7,36.8,34.5,64.4,24.5,15.0,Basilicata,2016
379,12513.5,6.9,34.6,,,16.0,7.7,12.8,21.4,9.9,40.5,38.5,62.3,25.7,14.4,Calabria,2016
380,13221.1,7.2,41.8,,,26.1,8.4,15.0,26.7,15.4,43.9,35.3,60.0,23.5,15.4,Sicilia,2016
381,14975.8,6.5,26.4,,,9.5,5.5,21.6,21.0,9.4,39.9,39.8,60.4,32.3,14.5,Sardegna,2016
382,21274.7,4.9,12.4,104892.0,6.7,6.7,6.3,7.7,7.5,8.1,32.7,45.7,70.5,28.2,15.0,Nord,2016
383,21539.7,5.2,13.7,,7.4,7.4,7.4,9.9,8.0,9.0,32.4,45.5,71.0,28.3,15.1,Nord-ovest,2016
384,20908.7,4.4,10.5,,5.6,5.8,4.8,4.7,6.7,6.9,33.1,46.0,69.9,28.0,14.8,Nord-est,2016
385,19382.2,5.4,16.8,102924.0,7.3,8.7,6.8,7.7,8.9,10.0,33.5,40.4,68.6,26.6,17.1,Centro,2016
386,13588.4,6.7,33.8,55603.0,9.8,21.2,9.7,17.0,21.9,11.3,38.6,35.1,60.4,24.7,14.6,Mezzogiorno,2016
387,13556.7,6.3,31.8,,9.5,20.8,10.7,17.1,20.3,10.0,36.5,34.4,60.5,24.2,14.3,Sud,2016
388,13655.0,7.3,38.0,,10.5,22.0,7.7,16.7,25.3,13.9,42.9,36.5,60.1,25.7,15.2,Isole,2016
389,18268.2,5.9,20.6,87451.0,7.9,12.1,7.6,10.9,12.8,9.6,34.8,41.0,66.6,26.6,15.3,Italia,2016
390,20851.5,4.9,14.0,,,9.0,5.7,8.9,7.5,7.2,33.2,42.9,65.8,26.5,17.5,Piemonte,2017
391,21115.5,4.2,13.8,,,7.3,,5.8,10.7,5.7,29.4,47.2,74.8,32.6,12.5,Valle d'Aosta,2017
392,21664.5,5.6,13.7,,,8.6,7.9,5.3,9.7,9.6,33.3,41.3,69.0,25.3,16.0,Liguria,2017
393,22818.2,5.0,13.6,,,6.4,4.2,7.0,7.0,7.8,28.7,46.2,70.5,31.6,13.2,Lombardia,2017
394,23383.7,4.9,9.4,,,4.2,3.9,2.5,3.7,5.7,16.5,62.3,79.4,26.3,11.3,Trentino-Alto Adige,2017
395,25637.4,4.2,6.0,,,2.5,2.7,,,6.4,12.1,67.0,84.2,26.1,9.9,Provincia Autonoma di Bolzano/Bozen,2017
396,21196.7,5.4,12.6,,,5.9,5.0,3.3,7.1,5.1,20.6,57.9,74.8,26.6,12.5,Provincia Autonoma di Trento,2017
397,20243.1,4.6,10.4,,,4.1,4.4,3.2,4.2,5.2,32.2,43.3,63.6,28.5,16.5,Veneto,2017
398,20624.3,3.8,9.3,,,6.0,4.0,5.0,8.2,4.2,33.2,43.4,70.5,29.0,16.8,Friuli-Venezia Giulia,2017
399,22583.2,4.5,10.5,,,5.9,4.1,4.8,6.5,6.3,27.5,44.0,66.8,29.6,17.6,Emilia-Romagna,2017
400,20241.9,5.0,12.9,,,6.8,2.6,4.8,7.1,7.0,29.2,42.3,69.7,26.7,16.6,Toscana,2017
401,18330.7,4.4,11.1,,,6.1,3.9,3.7,8.6,4.6,36.3,37.2,67.6,24.9,18.3,Umbria,2017
402,18654.5,4.4,15.8,,,11.0,6.9,6.4,7.9,4.5,32.0,40.3,66.2,24.8,18.5,Marche,2017
403,19811.7,6.4,20.1,,,8.0,6.4,6.5,10.4,9.4,29.7,36.9,68.5,28.3,12.9,Lazio,2017
404,16092.5,4.6,19.8,,,15.6,9.9,10.7,11.4,8.4,32.9,40.7,67.9,29.5,16.6,Abruzzo,2017
405,14230.4,5.1,31.0,,,9.1,7.1,8.3,14.2,4.2,32.0,36.0,72.0,23.6,17.7,Molise,2017
406,13309.9,7.5,34.3,,,18.6,8.6,18.4,23.5,13.7,34.9,24.9,60.1,26.1,12.9,Campania,2017
407,14107.0,5.6,26.2,,,15.1,7.3,12.9,12.6,5.4,31.6,36.3,58.3,24.1,15.0,Puglia,2017
408,13803.4,6.4,27.9,,,8.4,6.5,10.3,14.8,6.7,25.9,36.7,63.1,23.9,13.1,Basilicata,2017
409,12920.0,7.6,36.4,,,13.9,4.2,12.5,22.4,8.8,38.9,34.6,66.1,23.9,16.0,Calabria,2017
410,13542.1,8.2,41.3,,,20.3,4.9,10.9,23.7,11.7,43.5,31.9,56.3,20.9,19.1,Sicilia,2017
411,15030.2,6.4,29.6,,,9.0,5.9,14.1,22.2,10.5,38.9,41.4,62.3,29.3,13.9,Sardegna,2017
412,21867.8,4.9,12.2,,7.0,6.3,4.6,5.9,6.6,6.9,29.9,45.0,68.2,29.3,15.4,Nord,2017
413,22157.8,5.1,13.7,,7.6,7.3,4.9,7.3,7.4,7.8,30.4,44.8,69.1,29.6,14.6,Nord-ovest,2017
414,21467.5,4.5,10.2,,6.2,5.0,4.2,4.0,5.4,5.6,29.1,45.3,67.0,28.8,16.5,Nord-est,2017
415,19688.0,5.5,16.6,,6.4,7.9,5.1,5.7,9.0,7.7,30.3,39.0,68.5,27.1,15.2,Centro,2017
416,13828.0,7.0,33.1,,11.4,16.5,6.8,13.7,20.2,10.2,36.7,32.6,60.3,24.6,15.5,Mezzogiorno,2017
417,13788.7,6.7,30.6,,10.8,16.0,7.6,14.7,18.7,9.6,33.8,31.8,61.5,25.4,14.4,Sud,2017
418,13910.8,8.0,38.4,,12.7,17.5,5.1,11.7,23.4,11.4,42.3,34.3,57.8,23.0,17.8,Isole,2017
419,18690.3,6.1,20.3,,8.4,10.1,5.5,8.6,11.8,8.2,32.1,39.6,65.6,27.2,15.4,Italia,2017
420,21284.8,5.1,14.2,,,4.2,3.3,8.5,8.9,7.4,29.3,43.9,67.6,27.1,14.7,Piemonte,2018
421,21528.9,3.7,12.0,,,3.2,,6.9,5.6,4.1,26.2,51.6,67.7,30.3,13.3,Valle d'Aosta,2018
422,21780.0,4.9,14.0,,,4.4,3.1,4.5,7.3,10.3,27.6,44.8,70.4,27.3,15.5,Liguria,2018
423,22962.4,5.1,11.1,,,3.1,4.1,7.8,6.2,6.9,26.4,47.7,71.0,32.9,12.8,Lombardia,2018
424,23922.9,4.5,12.3,,,2.2,6.2,3.6,5.3,5.8,16.4,61.4,78.1,29.0,9.1,Trentino-Alto Adige,2018
425,26213.4,4.9,9.2,,,2.8,7.3,6.0,3.1,5.4,10.7,66.7,81.2,26.6,9.5,Provincia Autonoma di Bolzano/Bozen,2018
426,21692.8,4.0,15.3,,,,5.2,,7.7,6.1,22.0,56.3,75.1,31.3,8.7,Provincia Autonoma di Trento,2018
427,20776.9,4.0,11.0,,,3.6,2.8,4.0,4.8,6.5,28.2,47.5,66.1,32.5,12.8,Veneto,2018
428,21107.6,4.2,8.2,,,3.6,3.2,11.7,5.7,3.7,27.5,44.9,67.2,30.0,13.3,Friuli-Venezia Giulia,2018
429,22925.2,4.6,10.1,,,2.9,3.6,5.2,6.2,6.3,25.6,46.0,68.1,32.2,12.7,Emilia-Romagna,2018
430,20816.0,4.8,14.4,,,5.3,2.8,4.8,6.0,6.1,25.6,42.1,67.7,30.8,13.8,Toscana,2018
431,18854.9,4.1,12.5,,,4.2,5.8,7.4,8.8,4.5,30.9,41.8,66.3,26.7,15.1,Umbria,2018
432,19149.8,4.4,11.7,,,4.8,5.2,5.2,5.8,4.5,26.2,44.2,68.7,28.8,14.7,Marche,2018
433,20282.8,5.8,19.3,,,7.8,7.7,7.3,10.9,10.5,30.8,35.6,66.5,29.9,15.1,Lazio,2018
434,16411.3,4.7,18.7,,,11.3,9.1,7.9,10.7,7.0,28.3,42.3,66.3,26.8,13.8,Abruzzo,2018
435,14613.3,5.6,23.5,,,4.7,2.0,5.4,9.8,5.5,31.9,36.9,66.2,25.2,16.5,Molise,2018
436,13651.8,7.9,41.4,,,20.2,7.3,26.7,20.9,14.9,29.7,26.7,60.9,24.6,12.2,Campania,2018
437,14518.7,6.2,26.8,,,12.8,5.9,11.7,13.4,6.4,28.1,36.2,61.8,25.5,12.7,Puglia,2018
438,14273.4,4.4,30.1,,,12.2,4.6,13.4,17.3,9.2,26.7,44.1,64.5,27.8,10.6,Basilicata,2018
439,13268.9,5.7,32.7,,,15.3,6.2,8.1,14.2,8.2,29.1,37.9,61.4,28.3,11.1,Calabria,2018
440,13863.5,8.7,40.7,,,20.9,5.3,11.5,25.8,10.7,35.0,37.4,60.5,23.7,15.8,Sicilia,2018
441,15620.8,6.2,27.1,,,10.3,9.2,19.3,19.3,7.6,36.7,41.7,63.6,31.2,12.5,Sardegna,2018
442,22190.1,4.8,11.5,,6.9,3.4,3.6,6.6,6.4,6.8,26.8,47.0,69.2,31.2,13.1,Nord,2018
443,22382.6,5.1,12.2,,7.2,3.5,3.7,7.6,7.0,7.3,27.3,46.4,70.0,30.7,13.6,Nord-ovest,2018
444,21924.9,4.3,10.5,,6.5,3.2,3.5,5.3,5.5,6.1,26.1,47.9,68.1,31.8,12.5,Nord-est,2018
445,20198.7,5.2,16.3,,6.6,6.4,5.7,6.2,8.6,8.0,28.6,39.2,67.1,29.8,14.6,Centro,2018
446,14201.7,7.2,34.4,,11.4,16.7,6.5,15.8,19.0,10.2,31.1,35.1,61.7,25.7,13.2,Mezzogiorno,2018
447,14155.3,6.8,33.0,,11.1,15.9,6.7,17.0,16.6,10.4,28.9,33.4,62.0,25.7,12.4,Sud,2018
448,14299.8,8.4,37.3,,12.0,18.3,6.3,13.4,24.2,9.9,35.4,38.5,61.3,25.6,14.9,Isole,2018
449,19076.2,6.0,20.3,,8.4,8.5,5.0,9.7,11.3,8.2,28.6,41.4,66.2,29.0,13.4,Italia,2018
450,21470.9,5.0,13.4,,,3.1,3.6,4.2,7.0,8.7,27.6,48.7,71.8,30.4,12.9,Piemonte,2019
451,21726.6,3.3,6.1,,,,3.5,,3.5,5.0,25.6,54.7,71.6,28.1,12.3,Valle d'Aosta,2019
452,22064.7,5.0,13.4,,,3.0,4.8,4.0,8.0,9.6,25.0,42.7,70.9,25.2,15.3,Liguria,2019
453,23224.2,4.8,12.0,,,4.7,4.9,4.7,5.3,8.1,22.4,47.4,71.8,34.0,10.4,Lombardia,2019
454,24059.6,4.3,8.7,,,3.0,4.0,3.7,4.4,6.1,15.7,62.2,79.5,30.0,9.0,Trentino-Alto Adige,2019
455,26271.7,4.7,9.5,,,,4.4,,3.2,8.4,10.0,67.1,83.2,24.4,8.6,Provincia Autonoma di Bolzano/Bozen,2019
456,21900.8,4.0,8.0,,,5.0,3.6,7.1,5.5,3.8,21.2,57.6,76.0,35.3,9.3,Provincia Autonoma di Trento,2019
457,20854.6,4.0,8.7,,,1.7,3.1,2.3,3.6,3.7,28.8,43.6,65.8,27.9,13.5,Veneto,2019
458,21346.9,4.5,8.4,,,4.1,1.8,2.9,5.7,5.3,23.6,46.5,68.9,31.5,11.7,Friuli-Venezia Giulia,2019
459,22963.6,4.2,10.9,,,4.0,4.8,3.7,4.9,7.6,22.8,44.1,68.8,28.1,15.3,Emilia-Romagna,2019
460,20916.0,4.8,14.3,,,3.4,3.9,4.3,6.9,5.3,26.2,42.6,69.9,29.5,13.7,Toscana,2019
461,18958.0,4.1,9.8,,,1.8,6.9,2.4,4.0,4.2,30.3,47.4,69.3,30.4,14.0,Umbria,2019
462,19273.7,3.8,13.6,,,4.0,5.6,3.4,6.2,4.3,24.4,43.2,67.5,26.4,15.0,Marche,2019
463,20426.8,5.9,17.2,,,7.8,5.5,8.1,8.8,8.9,28.6,41.1,68.9,32.7,10.8,Lazio,2019
464,16505.3,4.4,19.5,,,6.2,11.9,12.8,6.9,4.9,27.5,47.1,65.0,29.1,10.2,Abruzzo,2019
465,14877.4,8.6,26.5,,,12.0,7.9,13.3,13.2,9.5,25.1,43.0,68.9,26.9,13.0,Molise,2019
466,13856.9,7.2,41.2,,,16.6,6.9,25.9,18.6,14.6,23.5,31.6,64.2,31.4,10.5,Campania,2019
467,14706.4,5.4,30.4,,,11.9,6.1,10.3,13.2,8.3,25.8,41.2,66.7,26.1,11.1,Puglia,2019
468,14552.2,4.6,27.1,,,8.8,4.9,9.2,11.5,5.8,23.4,40.3,67.2,28.3,9.3,Basilicata,2019
469,13479.6,6.5,30.9,,,8.6,3.8,8.3,12.3,6.7,28.1,39.5,62.4,29.8,13.3,Calabria,2019
470,14135.7,7.3,41.4,,,17.8,5.1,12.4,25.0,16.7,30.3,41.9,62.5,26.4,12.3,Sicilia,2019
471,15883.6,6.9,22.9,,,8.0,3.4,11.2,15.6,9.1,28.4,44.4,63.7,35.8,9.0,Sardegna,2019
472,22368.5,4.6,11.2,,6.8,3.6,4.2,3.9,5.3,7.2,24.3,46.7,70.4,30.6,12.4,Nord,2019
473,22628.0,4.9,12.4,,6.8,4.1,4.5,4.5,6.0,8.4,24.1,47.3,71.7,32.1,11.6,Nord-ovest,2019
474,22011.6,4.2,9.5,,6.6,2.9,3.7,3.0,4.4,5.6,24.7,45.7,68.5,28.6,13.6,Nord-est,2019
475,20323.8,5.2,15.3,,5.6,5.5,5.1,5.9,7.6,6.8,27.4,42.3,69.0,30.7,12.5,Centro,2019
476,14420.7,6.7,34.7,,10.1,13.6,6.0,15.3,17.3,11.7,26.8,39.2,64.3,29.1,11.2,Mezzogiorno,2019
477,14350.0,6.4,33.7,,10.5,12.7,6.6,16.7,14.8,10.3,25.3,37.6,65.0,29.2,11.0,Sud,2019
478,14569.9,7.3,36.8,,9.4,15.4,4.7,12.1,22.8,14.8,29.8,42.5,62.8,28.8,11.5,Isole,2019
479,19267.3,5.7,20.1,,7.7,7.4,5.0,8.2,10.0,8.7,25.8,43.2,68.0,30.1,12.0,Italia,2019
480,20898.8,,13.5,,,4.4,8.7,4.6,8.2,8.5,31.7,44.0,68.8,26.6,16.1,Piemonte,2020
481,21168.4,,,,,,9.7,,,4.4,25.5,54.0,75.2,30.6,13.9,Valle d'Aosta,2020
482,21421.1,,16.3,,,4.7,5.9,5.5,6.5,7.5,29.2,46.2,73.0,27.0,13.9,Liguria,2020
483,22456.1,,11.4,,,3.9,4.4,6.8,6.5,5.4,28.7,48.8,71.4,31.8,11.6,Lombardia,2020
484,23130.1,,9.9,,,1.4,5.4,2.1,3.2,7.3,21.3,61.8,77.9,28.5,11.2,Trentino-Alto Adige,2020
485,25149.7,,8.4,,,,6.4,2.6,3.7,8.7,16.9,61.9,78.8,25.1,13.4,Provincia Autonoma di Bolzano/Bozen,2020
486,21147.7,,11.3,,,,4.4,,2.6,5.8,25.7,61.7,77.0,31.8,9.1,Provincia Autonoma di Trento,2020
487,20211.5,,10.3,,,2.0,4.7,3.4,5.6,4.6,30.0,48.4,72.6,29.4,13.1,Veneto,2020
488,20958.7,,14.6,,,3.7,2.5,4.2,5.3,5.3,29.5,49.4,70.4,29.1,15.4,Friuli-Venezia Giulia,2020
489,22139.5,,8.5,,,1.3,3.1,4.1,4.5,5.0,27.3,48.2,72.9,28.7,14.5,Emilia-Romagna,2020
490,20117.4,,14.1,,,2.2,5.4,3.4,6.1,6.8,32.1,43.6,72.1,26.0,17.4,Toscana,2020
491,18495.6,,9.5,,,3.7,7.7,2.8,4.8,5.5,24.8,44.6,73.5,26.1,14.8,Umbria,2020
492,18935.1,,11.9,,,4.8,5.2,5.0,6.6,3.5,26.6,47.2,71.1,25.4,16.0,Marche,2020
493,19906.8,,19.4,,,7.1,7.5,4.3,10.2,6.9,31.9,40.7,66.3,29.8,11.2,Lazio,2020
494,16143.1,,23.2,,,6.1,12.9,16.6,6.3,5.0,27.2,43.0,67.1,27.8,11.9,Abruzzo,2020
495,14827.7,,35.7,,,,7.0,21.3,23.0,6.5,27.1,44.0,71.9,25.2,9.4,Molise,2020
496,13829.7,,39.7,,,14.0,7.9,33.0,25.6,9.5,28.4,31.7,66.8,31.4,8.9,Campania,2020
497,14620.2,,25.9,,,10.4,6.0,8.6,13.8,9.1,28.7,42.8,67.5,28.6,12.2,Puglia,2020
498,14453.8,,36.5,,,5.4,,,16.8,6.0,21.2,45.6,65.5,27.1,11.6,Basilicata,2020
499,13374.1,,36.0,,,9.1,3.0,6.9,8.8,8.0,24.9,47.2,67.3,23.4,13.0,Calabria,2020
500,14104.8,,38.2,,,9.5,7.7,13.1,23.2,12.5,29.8,39.8,60.7,24.1,12.5,Sicilia,2020
501,15583.4,,28.6,,,5.1,9.4,12.2,18.7,8.5,26.8,46.4,69.9,32.5,9.1,Sardegna,2020
502,21663.1,,11.4,,9.3,3.1,5.0,5.0,6.1,5.9,29.0,48.3,71.7,29.5,13.3,Nord,2020
503,21927.9,,12.4,,10.1,4.1,5.8,6.0,6.9,6.4,29.5,47.3,70.9,29.9,13.0,Nord-ovest,2020
504,21299.4,,10.0,,8.2,1.9,3.9,3.6,4.9,5.1,28.1,49.6,72.9,29.0,13.7,Nord-est,2020
505,19745.1,,16.0,,6.6,5.0,6.5,4.0,8.1,6.4,30.8,42.7,69.3,27.8,14.0,Centro,2020
506,14328.9,,34.1,,11.1,10.1,7.5,17.4,19.2,9.5,28.0,39.8,65.8,28.0,11.1,Mezzogiorno,2020
507,14261.3,,33.4,,11.7,10.9,7.1,19.5,17.9,8.5,27.5,39.0,67.1,28.8,10.8,Sud,2020
508,14471.5,,35.6,,9.8,8.4,8.2,12.8,22.0,11.4,29.0,41.5,63.0,26.2,11.7,Isole,2020
509,18804.5,,20.0,,9.4,5.9,6.1,9.0,11.0,7.2,29.0,44.3,69.2,28.7,12.7,Italia,2020
510,,,,,,,,,,,30.8,45.6,56.2,29.4,13.1,Piemonte,2021
511,,,,,,,,,,,33.1,51.7,61.6,33.3,12.4,Valle d'Aosta,2021
512,,,,,,,,,,,27.8,46.0,56.7,28.1,12.0,Liguria,2021
513,,,,,,,,,,,28.8,48.5,56.9,32.6,9.2,Lombardia,2021
514,,,,,,,,,,,26.1,60.8,66.1,30.2,9.9,Trentino-Alto Adige,2021
515,,,,,,,,,,,24.2,63.0,66.9,29.3,10.0,Provincia Autonoma di Bolzano/Bozen,2021
516,,,,,,,,,,,28.0,58.6,65.3,31.0,9.8,Provincia Autonoma di Trento,2021
517,,,,,,,,,,,30.7,48.5,59.1,32.3,11.7,Veneto,2021
518,,,,,,,,,,,30.7,49.2,56.8,30.9,13.3,Friuli-Venezia Giulia,2021
519,,,,,,,,,,,28.8,47.7,58.1,33.0,12.1,Emilia-Romagna,2021
520,,,,,,,,,,,35.0,47.2,58.0,30.2,10.6,Toscana,2021
521,,,,,,,,,,,28.9,43.4,57.7,31.7,11.4,Umbria,2021
522,,,,,,,,,,,31.3,44.4,60.5,29.0,13.2,Marche,2021
523,,,,,,,,,,,31.5,45.5,57.1,36.2,10.6,Lazio,2021
524,,,,,,,,,,,30.5,45.9,58.3,31.0,9.5,Abruzzo,2021
525,,,,,,,,,,,26.8,45.5,59.0,27.6,11.8,Molise,2021
526,,,,,,,,,,,30.6,40.6,51.9,35.9,7.5,Campania,2021
527,,,,,,,,,,,30.8,39.5,53.5,27.8,9.2,Puglia,2021
528,,,,,,,,,,,26.4,42.4,55.6,31.2,9.9,Basilicata,2021
529,,,,,,,,,,,30.2,49.6,59.7,29.5,8.4,Calabria,2021
530,,,,,,,,,,,33.1,43.2,52.6,29.1,8.1,Sicilia,2021
531,,,,,,,,,,,31.7,48.7,57.9,36.4,8.7,Sardegna,2021
532,,,,,8.2,,,,,,29.4,48.3,57.7,31.7,11.1,Nord,2021
533,,,,,,,,,,,29.3,47.5,56.7,31.3,10.5,Nord-ovest,2021
534,,,,,,,,,,,29.6,49.4,59.1,32.2,11.8,Nord-est,2021
535,,,,,7.3,,,,,,32.4,45.8,57.9,33.1,11.0,Centro,2021
536,,,,,12.1,,,,,,31.1,43.0,54.2,31.6,8.4,Mezzogiorno,2021
537,,,,,,,,,,,30.3,42.2,54.4,31.8,8.5,Sud,2021
538,,,,,,,,,,,32.7,44.6,53.9,31.0,8.3,Isole,2021
539,,,,,9.4,,,,,,30.6,46.0,56.6,31.9,10.2,Italia,2021
540,,,,,,,,,,,,,,,,Piemonte,2022
541,,,,,,,,,,,,,,,,Valle d'Aosta,2022
542,,,,,,,,,,,,,,,,Liguria,2022
543,,,,,,,,,,,,,,,,Lombardia,2022
544,,,,,,,,,,,,,,,,Trentino-Alto Adige,2022
545,,,,,,,,,,,,,,,,Provincia Autonoma di Bolzano/Bozen,2022
546,,,,,,,,,,,,,,,,Provincia Autonoma di Trento,2022
547,,,,,,,,,,,,,,,,Veneto,2022
548,,,,,,,,,,,,,,,,Friuli-Venezia Giulia,2022
549,,,,,,,,,,,,,,,,Emilia-Romagna,2022
550,,,,,,,,,,,,,,,,Toscana,2022
551,,,,,,,,,,,,,,,,Umbria,2022
552,,,,,,,,,,,,,,,,Marche,2022
553,,,,,,,,,,,,,,,,Lazio,2022
554,,,,,,,,,,,,,,,,Abruzzo,2022
555,,,,,,,,,,,,,,,,Molise,2022
556,,,,,,,,,,,,,,,,Campania,2022
557,,,,,,,,,,,,,,,,Puglia,2022
558,,,,,,,,,,,,,,,,Basilicata,2022
559,,,,,,,,,,,,,,,,Calabria,2022
560,,,,,,,,,,,,,,,,Sicilia,2022
561,,,,,,,,,,,,,,,,Sardegna,2022
562,,,,,,,,,,,,,,,,Nord,2022
563,,,,,,,,,,,,,,,,Nord-ovest,2022
564,,,,,,,,,,,,,,,,Nord-est,2022
565,,,,,,,,,,,,,,,,Centro,2022
566,,,,,,,,,,,,,,,,Mezzogiorno,2022
567,,,,,,,,,,,,,,,,Sud,2022
568,,,,,,,,,,,,,,,,Isole,2022
569,,,,,,,,,,,,,,,,Italia,2022
